gene	enhancer_Gnocchi	Approved_Symbol	HGNC_ID
PLEK2	2.513899823	PLEK2	HGNC:19238
ATP6V1D	0.3041873182	ATP6V1D	HGNC:13527
EIF2S1	1.881646487	EIF2S1	HGNC:3265
PLEKHH1	3.963479808	PLEKHH1	HGNC:17733
TMEM229B	3.937520856	TMEM229B	HGNC:20130
PIGH	3.442903569	PIGH	HGNC:8964
ARG2	1.646988109	ARG2	HGNC:664
RDH11	1.351681074	RDH11	HGNC:17964
VTI1B	0.1076648444	VTI1B	HGNC:17793
ZFYVE26	2.002714833	ZFYVE26	HGNC:20761
RDH12	2.467748257	RDH12	HGNC:19977
RAD51B	2.448412812	RAD51B	HGNC:9822
ZFP36L1	2.038278034	ZFP36L1	HGNC:1107
ACTN1	2.345106302	ACTN1	HGNC:163
DCAF5	2.627567342	DCAF5	HGNC:20224
EXD2	2.134281558	EXD2	HGNC:20217
GALNT16	3.58004485	GALNT16	HGNC:23233
ERH	3.3564630560000004	ERH	HGNC:3447
SLC39A9	3.2673969730000003	SLC39A9	HGNC:20182
PLEKHD1	2.87710298	PLEKHD1	HGNC:20148
SRSF5	2.926605407	SRSF5	HGNC:10787
SLC10A1	3.067103801	SLC10A1	HGNC:10905
SMOC1	2.588182495	SMOC1	HGNC:20318
SLC8A3	1.792692676	SLC8A3	HGNC:11070
COX16	2.53001269	COX16	HGNC:20213
SYNJ2BP	1.917596076	SYNJ2BP	HGNC:18955
ADAM21	2.254428769	ADAM21	HGNC:200
MED6	3.078967487	MED6	HGNC:19970
TTC9	4.296467758	TTC9	HGNC:20267
MAP3K9	2.163526478	MAP3K9	HGNC:6861
SIPA1L1	2.707256127	SIPA1L1	HGNC:20284
RGS6	2.281146082	RGS6	HGNC:10002
DPF3	3.098539965	DPF3	HGNC:17427
DCAF4	2.24236021	DCAF4	HGNC:20229
ZFYVE1	1.122802186	ZFYVE1	HGNC:13180
RBM25	1.70478896	RBM25	HGNC:23244
PSEN1	2.834811562	PSEN1	HGNC:9508
PAPLN	3.962272681	PAPLN	HGNC:19262
NUMB	2.21923702	NUMB	HGNC:8060
ACOT1	1.547433415	ACOT1	HGNC:33128
HEATR4	1.257611137	HEATR4	HGNC:16761
ACOT4	3.4123229160000004	ACOT4	HGNC:19748
ACOT2	1.547433415	ACOT2	HGNC:18431
ACOT6	3.822906573	ACOT6	HGNC:33159
DNAL1	1.86861884	DNAL1	HGNC:23247
PNMA1	1.86861884	PNMA1	HGNC:9158
ELMSAN1	6.697358459	MIDEAS	HGNC:19853
COQ6	1.998849079	COQ6	HGNC:20233
ALDH6A1	3.252044068	ALDH6A1	HGNC:7179
ENTPD5	3.061896607	ENTPD5	HGNC:3367
ZNF410	0.0251490318699999	ZNF410	HGNC:20144
PTGR2	1.853640835	PTGR2	HGNC:20149
FAM161B	2.705245904	FAM161B	HGNC:19854
LIN52	1.6348093280000002	LIN52	HGNC:19856
VSX2	2.525127999	VSX2	HGNC:1975
VRTN	2.63217182	VRTN	HGNC:20223
ABCD4	1.785275125	ABCD4	HGNC:68
SYNDIG1L	2.218519057	SYNDIG1L	HGNC:32388
NPC2	3.894934866	NPC2	HGNC:14537
LTBP2	3.818339005	LTBP2	HGNC:6715
AREL1	3.00938443	AREL1	HGNC:20363
FCF1	1.005723291	FCF1	HGNC:20220
YLPM1	3.047631504	YLPM1	HGNC:17798
PROX2	3.201068965	PROX2	HGNC:26715
DLST	3.237056839	DLST	HGNC:2911
PGF	3.050001698	PGF	HGNC:8893
EIF2B2	3.95959416	EIF2B2	HGNC:3258
MLH3	3.932806602	MLH3	HGNC:7128
ZC2HC1C	4.156817319	ZC2HC1C	HGNC:20354
ACYP1	1.217980111	ACYP1	HGNC:179
NEK9	1.377519915	NEK9	HGNC:18591
FOS	3.372012448	FOS	HGNC:3796
JDP2	5.607950299	JDP2	HGNC:17546
BATF	4.234754023	BATF	HGNC:958
FLVCR2	3.0887577360000003	FLVCR2	HGNC:20105
TTLL5	2.644948383	TTLL5	HGNC:19963
TGFB3	4.032493666000001	TGFB3	HGNC:11769
GPATCH2L	2.166425708	GPATCH2L	HGNC:20210
ESRRB	0.8345764054000001	ESRRB	HGNC:3473
VASH1	3.313912832	VASH1	HGNC:19964
ANGEL1	3.047112337	ANGEL1	HGNC:19961
IRF2BPL	2.2095773380000003	IRF2BPL	HGNC:14282
ZDHHC22	3.889201159	ZDHHC22	HGNC:20106
NGB	3.889201159	NGB	HGNC:14077
CIPC	3.113788149	CIPC	HGNC:20365
TMEM63C	3.194055482	TMEM63C	HGNC:23787
SAMD15	2.578374229	SAMD15	HGNC:18631
POMT2	1.917662523	POMT2	HGNC:19743
GSTZ1	3.189322307	GSTZ1	HGNC:4643
NOXRED1	3.319621042	NOXRED1	HGNC:20487
ISM2	2.578374229	ISM2	HGNC:23176
TMED8	2.299752928	TMED8	HGNC:18633
SPTLC2	1.765670555	SPTLC2	HGNC:11278
VIPAS39	1.862276303	VIPAS39	HGNC:20347
AHSA1	0.9837529268	AHSA1	HGNC:1189
C14orf178	1.790196645	C14orf178	HGNC:26385
ALKBH1	1.452325013	ALKBH1	HGNC:17911
SNW1	1.790196645	SNW1	HGNC:16696
SLIRP	1.291005802	SLIRP	HGNC:20495
ADCK1	2.821210667	ADCK1	HGNC:19038
NRXN3	3.1705188260000003	NRXN3	HGNC:8010
DIO2	1.6574998280000002	DIO2	HGNC:2884
CEP128	2.465500234	CEP128	HGNC:20359
TSHR	2.069619098	TSHR	HGNC:12373
GTF2A1	2.217804002	GTF2A1	HGNC:4646
STON2	1.948522355	STON2	HGNC:30652
SEL1L	1.891605558	SEL1L	HGNC:10717
FLRT2	2.404741544	FLRT2	HGNC:3761
GPR65	2.299093028	GPR65	HGNC:4517
GALC	2.299093028	GALC	HGNC:4115
KCNK10	3.165577375	KCNK10	HGNC:6273
SPATA7	3.322469717	SPATA7	HGNC:20423
PTPN21	0.9843800077	PTPN21	HGNC:9651
ZC3H14	0.5751222025	ZC3H14	HGNC:20509
EML5	4.125238728999999	EML5	HGNC:18197
TTC8	4.125238728999999	TTC8	HGNC:20087
FOXN3	4.118427717	FOXN3	HGNC:1928
EFCAB11	3.455411674	EFCAB11	HGNC:20357
TDP1	1.925146908	TDP1	HGNC:18884
KCNK13	2.9378105710000004	KCNK13	HGNC:6275
PSMC1	1.52063122	PSMC1	HGNC:9547
NRDE2	3.1555002999999995	NRDE2	HGNC:20186
CALM1	3.953652338	CALM1	HGNC:1442
TTC7B	4.677663381	TTC7B	HGNC:19858
GPR68	4.791633157	GPR68	HGNC:4519
CCDC88C	3.850831519	CCDC88C	HGNC:19967
CATSPERB	4.179758621	CATSPERB	HGNC:20500
TC2N	3.340861895	TC2N	HGNC:19859
FBLN5	4.3872444680000005	FBLN5	HGNC:3602
TRIP11	2.6564680430000003	TRIP11	HGNC:12305
ATXN3	1.956453419	ATXN3	HGNC:7106
NDUFB1	1.11071356	NDUFB1	HGNC:7695
CPSF2	1.401669468	CPSF2	HGNC:2325
SLC24A4	4.050650425	SLC24A4	HGNC:10978
RIN3	4.34934909	RIN3	HGNC:18751
LGMN	4.670037342	LGMN	HGNC:9472
CHGA	3.784738868	CHGA	HGNC:1929
ITPK1	4.345434307	ITPK1	HGNC:6177
MOAP1	3.97221934	MOAP1	HGNC:16658
UBR7	2.704357569	UBR7	HGNC:20344
BTBD7	2.237813633	BTBD7	HGNC:18269
COX8C	2.704357569	COX8C	HGNC:24382
UNC79	4.6422612160000005	UNC79	HGNC:19966
PRIMA1	2.7527377060000005	PRIMA1	HGNC:18319
FAM181A	3.325991967	FAM181A	HGNC:20491
ASB2	2.567279937	ASB2	HGNC:16012
DDX24	3.605352141000001	DDX24	HGNC:13266
OTUB2	2.874759379	OTUB2	HGNC:20351
IFI27L2	1.895045077	IFI27L2	HGNC:19753
IFI27	3.099380891	IFI27	HGNC:5397
IFI27L1	0.7211794512	IFI27L1	HGNC:19754
SERPINA10	3.305231219	SERPINA10	HGNC:15996
PPP4R4	3.646786144	PPP4R4	HGNC:23788
SERPINA6	2.67697304	SERPINA6	HGNC:1540
SERPINA11	3.782565367	SERPINA11	HGNC:19193
SERPINA1	3.782565367	SERPINA1	HGNC:8941
SERPINA4	3.782565367	SERPINA4	HGNC:8948
SERPINA5	1.91348667	SERPINA5	HGNC:8723
SERPINA3	3.782565367	SERPINA3	HGNC:16
SERPINA9	-0.2205638706	SERPINA9	HGNC:15995
SERPINA12	1.5546095919999998	SERPINA12	HGNC:18359
GSC	4.07860965	GSC	HGNC:4612
DICER1	1.811056015	DICER1	HGNC:17098
CLMN	4.87850489	CLMN	HGNC:19972
SYNE3	4.222024079	SYNE3	HGNC:19861
GLRX5	2.1624373340000003	GLRX5	HGNC:20134
TCL1B	4.085413658999999	TCL1B	HGNC:11649
TCL1A	4.5151057130000005	TCL1A	HGNC:11648
BDKRB2	3.593757972	BDKRB2	HGNC:1030
BDKRB1	3.583660529	BDKRB1	HGNC:1029
ATG2B	1.825933972	ATG2B	HGNC:20187
GSKIP	2.459391161	GSKIP	HGNC:20343
AK7	2.53557483	AK7	HGNC:20091
PAPOLA	1.99722838	PAPOLA	HGNC:14981
VRK1	3.360447452	VRK1	HGNC:12718
C14orf177	1.80828771	LINC02914	HGNC:26375
BCL11B	7.415790896	BCL11B	HGNC:13222
SETD3	3.513054018	SETD3	HGNC:20493
CCNK	2.297163367	CCNK	HGNC:1596
HHIPL1	4.916582595	HHIPL1	HGNC:19710
CCDC85C	4.8490115860000005	CCDC85C	HGNC:35459
CYP46A1	4.916582595	CYP46A1	HGNC:2641
EML1	3.972345539	EML1	HGNC:3330
EVL	4.304453617	EVL	HGNC:20234
DEGS2	4.754617468999999	DEGS2	HGNC:20113
YY1	2.840359075	YY1	HGNC:12856
SLC25A47	4.215801487	SLC25A47	HGNC:20115
WARS	4.215801487	WARS1	HGNC:12729
SLC25A29	3.640082664	SLC25A29	HGNC:20116
WDR25	4.215801487	WDR25	HGNC:21064
BEGAIN	4.881744251000001	BEGAIN	HGNC:24163
DLK1	4.248091078	DLK1	HGNC:2907
RTL1	4.249648231	RTL1	HGNC:14665
DIO3	5.219757798	DIO3	HGNC:2885
PPP2R5C	5.42536795	PPP2R5C	HGNC:9311
DYNC1H1	2.821806959	DYNC1H1	HGNC:2961
HSP90AA1	3.616228343	HSP90AA1	HGNC:5253
WDR20	3.066133547	WDR20	HGNC:19667
MOK	4.532050127	MOK	HGNC:9833
TECPR2	4.76991701	TECPR2	HGNC:19957
CINP	4.184271921000001	CINP	HGNC:23789
ZNF839	3.672406157	ZNF839	HGNC:20345
ANKRD9	3.562288456	ANKRD9	HGNC:20096
RCOR1	3.715462451	RCOR1	HGNC:17441
TRAF3	4.6402191880000005	TRAF3	HGNC:12033
AMN	3.763553096	AMN	HGNC:14604
CDC42BPB	1.6627198769999998	CDC42BPB	HGNC:1738
EXOC3L4	3.128854183	EXOC3L4	HGNC:20120
TNFAIP2	4.017074989	TNFAIP2	HGNC:11895
MARK3	2.178697309	MARK3	HGNC:6897
EIF5	-0.2130254955999999	EIF5	HGNC:3299
KLC1	3.694398384	KLC1	HGNC:6387
CKB	3.02771207	CKB	HGNC:1991
TRMT61A	5.06553037	TRMT61A	HGNC:23790
ZFYVE21	3.437328495	ZFYVE21	HGNC:20760
XRCC3	1.764271568	XRCC3	HGNC:12830
PPP1R13B	4.493696217	PPP1R13B	HGNC:14950
TDRD9	2.066557491	TDRD9	HGNC:20122
ASPG	1.595539859	ASPG	HGNC:20123
KIF26A	6.155112892000001	KIF26A	HGNC:20226
C14orf180	4.999701849	C14orf180	HGNC:33795
TMEM179	4.508725278	TMEM179	HGNC:20137
ADSSL1	3.678225443	ADSS1	HGNC:20093
AKT1	3.827574899	AKT1	HGNC:391
INF2	1.951590467	INF2	HGNC:23791
ZBTB42	5.292248356	ZBTB42	HGNC:32550
CEP170B	5.934212187999999	CEP170B	HGNC:20362
AHNAK2	3.400880743	AHNAK2	HGNC:20125
CDCA4	4.343776585	CDCA4	HGNC:14625
GPR132	6.57429454	GPR132	HGNC:17482
JAG2	5.413576066	JAG2	HGNC:6189
NUDT14	5.413576066	NUDT14	HGNC:20141
BRF1	6.851473485	BRF1	HGNC:11551
BTBD6	4.227270026	BTBD6	HGNC:19897
PACS2	6.851473485	PACS2	HGNC:23794
TEX22	5.773276788	TEX22	HGNC:40026
MTA1	5.11411444	MTA1	HGNC:7410
CRIP2	1.473631102	CRIP2	HGNC:2361
CRIP1	1.116048436	CRIP1	HGNC:2360
TMEM121	6.842701554	TMEM121	HGNC:20511
GOLGA6L1	-1.00602792	GOLGA6L1	HGNC:37444
TUBGCP5	-1.506175913	TUBGCP5	HGNC:18600
CYFIP1	2.537300208	CYFIP1	HGNC:13759
NIPA2	3.251362009	NIPA2	HGNC:17044
NIPA1	2.52579258	NIPA1	HGNC:17043
GOLGA6L2	1.854611352	GOLGA6L2	HGNC:26695
MAGEL2	1.823382317	MAGEL2	HGNC:6814
MKRN3	2.976367387	MKRN3	HGNC:7114
NDN	2.542902943	NDN	HGNC:7675
SNRPN	2.146084108	SNRPN	HGNC:11164
UBE3A	2.401991274	UBE3A	HGNC:12496
ATP10A	2.7584489710000004	ATP10A	HGNC:13542
GABRA5	2.731866814	GABRA5	HGNC:4079
GABRB3	4.345276433	GABRB3	HGNC:4083
GABRG3	3.589552925	GABRG3	HGNC:4088
OCA2	4.123769304	OCA2	HGNC:8101
HERC2	-0.3107100451	HERC2	HGNC:4868
GOLGA8M	-1.30711431	GOLGA8M	HGNC:44404
APBA2	4.169779199	APBA2	HGNC:579
FAM189A1	1.849647657	ENTREP2	HGNC:29075
TJP1	3.129090587	TJP1	HGNC:11827
ARHGAP11B	-0.3627854997999999	ARHGAP11B	HGNC:15782
FAN1	1.08251328	FAN1	HGNC:29170
MTMR10	2.36578111	MTMR10	HGNC:25999
TRPM1	3.351549807	TRPM1	HGNC:7146
KLF13	3.3502656	KLF13	HGNC:13672
OTUD7A	2.1479367330000003	OTUD7A	HGNC:20718
SCG5	3.348456422	SCG5	HGNC:10816
ARHGAP11A	3.348456422	ARHGAP11A	HGNC:15783
GOLGA8N	0.5559574894	GOLGA8N	HGNC:44405
GREM1	2.7741061730000003	GREM1	HGNC:2001
FMN1	1.69507516	FMN1	HGNC:3768
RYR3	2.144302637	RYR3	HGNC:10485
AVEN	1.247367041	AVEN	HGNC:13509
CHRM5	0.6411783484	CHRM5	HGNC:1954
PGBD4	2.959687101	PGBD4	HGNC:19401
EMC7	1.032311974	EMC7	HGNC:24301
KATNBL1	2.58423893	KATNBL1	HGNC:26199
EMC4	0.9256506146	EMC4	HGNC:28032
NOP10	0.2651026427	NOP10	HGNC:14378
SLC12A6	1.241337075	SLC12A6	HGNC:10914
LPCAT4	0.2122591962	LPCAT4	HGNC:30059
NUTM1	-0.411271128	NUTM1	HGNC:29919
GOLGA8A	0.04407298914	GOLGA8A	HGNC:31972
GOLGA8B	0.04407298914	GOLGA8B	HGNC:31973
GJD2	2.597930394	GJD2	HGNC:19154
ACTC1	2.56067694	ACTC1	HGNC:143
AQR	1.812250773	AQR	HGNC:29513
ZNF770	1.812250773	ZNF770	HGNC:26061
DPH6	1.549378977	DPH6	HGNC:30543
C15orf41	2.934567625	CDIN1	HGNC:26929
MEIS2	3.021103661	MEIS2	HGNC:7001
TMCO5A	1.512628022	TMCO5A	HGNC:28558
SPRED1	1.743156861	SPRED1	HGNC:20249
RASGRP1	3.5345245060000003	RASGRP1	HGNC:9878
FAM98B	1.330272003	FAM98B	HGNC:26773
THBS1	3.021858034	THBS1	HGNC:11785
FSIP1	2.144032035	FSIP1	HGNC:21674
GPR176	2.496067804	GPR176	HGNC:32370
EIF2AK4	2.426207508	EIF2AK4	HGNC:19687
BMF	3.532591154	BMF	HGNC:24132
BUB1B	1.904159265	BUB1B	HGNC:1149
PAK6	1.491354404	PAK6	HGNC:16061
PLCB2	2.9195362960000004	PLCB2	HGNC:9055
ANKRD63	2.351618123	ANKRD63	HGNC:40027
DISP2	1.175220962	DISP2	HGNC:19712
CHST14	2.910195927	CHST14	HGNC:24464
IVD	2.417913265	IVD	HGNC:6186
KNSTRN	1.572158085	KNSTRN	HGNC:30767
BAHD1	2.483262332	BAHD1	HGNC:29153
RPUSD2	2.412671929	RPUSD2	HGNC:24180
RAD51	-0.562360757	RAD51	HGNC:9817
RMDN3	1.188521355	RMDN3	HGNC:25550
GCHFR	2.958846936	GCHFR	HGNC:4194
C15orf62	2.813711704	C15orf62	HGNC:34489
RHOV	2.393397196	RHOV	HGNC:18313
DNAJC17	2.0846260030000003	DNAJC17	HGNC:25556
PPP1R14D	1.632867106	PPP1R14D	HGNC:14953
SPINT1	2.46678643	SPINT1	HGNC:11246
ZFYVE19	2.267901459	ZFYVE19	HGNC:20758
DLL4	2.583092314	DLL4	HGNC:2910
VPS18	4.460651008	VPS18	HGNC:15972
CHAC1	2.453225994	CHAC1	HGNC:28680
INO80	-0.1997544455	INO80	HGNC:26956
EXD1	1.08778719	EXD1	HGNC:28507
OIP5	1.963670382	OIP5	HGNC:20300
CHP1	0.870689154	CHP1	HGNC:17433
NUSAP1	1.963670382	NUSAP1	HGNC:18538
NDUFAF1	1.3949790619999998	NDUFAF1	HGNC:18828
LTK	3.92972663	LTK	HGNC:6721
ITPKA	3.92972663	ITPKA	HGNC:6178
RPAP1	1.491581251	RPAP1	HGNC:24567
TYRO3	0.5950753401	TYRO3	HGNC:12446
RTF1	1.443500108	RTF1	HGNC:28996
MGA	1.322391035	MGA	HGNC:14010
MAPKBP1	2.539813595	MAPKBP1	HGNC:29536
PLA2G4E	4.831512641000001	PLA2G4E	HGNC:24791
EHD4	2.557985292	EHD4	HGNC:3245
PLA2G4B	2.539813595	PLA2G4B	HGNC:9036
JMJD7-PLA2G4B	2.539813595	JMJD7-PLA2G4B	HGNC:34449
JMJD7	2.539813595	JMJD7	HGNC:34397
SPTBN5	2.393539046	SPTBN5	HGNC:15680
PLA2G4D	4.831512641000001	PLA2G4D	HGNC:30038
PLA2G4F	2.453908721	PLA2G4F	HGNC:27396
VPS39	2.731446364	VPS39	HGNC:20593
GANC	1.589596775	GANC	HGNC:4139
CAPN3	2.678050935	CAPN3	HGNC:1480
TMEM87A	1.589596775	TMEM87A	HGNC:24522
ZNF106	2.9070285030000003	ZNF106	HGNC:12886
LRRC57	1.0737418	LRRC57	HGNC:26719
HAUS2	2.568285218	HAUS2	HGNC:25530
SNAP23	1.0737418	SNAP23	HGNC:11131
STARD9	2.568285218	STARD9	HGNC:19162
TTBK2	0.8197441504	TTBK2	HGNC:19141
UBR1	3.0446915430000003	UBR1	HGNC:16808
EPB42	3.0446915430000003	EPB42	HGNC:3381
TGM5	2.629845367	TGM5	HGNC:11781
CCNDBP1	3.0446915430000003	CCNDBP1	HGNC:1587
TMEM62	1.218898854	TMEM62	HGNC:26269
LCMT2	2.899452925	LCMT2	HGNC:17558
TGM7	2.629845367	TGM7	HGNC:30790
ADAL	2.202374863	ADAL	HGNC:31853
TUBGCP4	0.5179117689	TUBGCP4	HGNC:16691
ZSCAN29	0.7306591822	ZSCAN29	HGNC:26673
TP53BP1	2.542876334	TP53BP1	HGNC:11999
MAP1A	0.4225368479999999	MAP1A	HGNC:6835
ELL3	0.01067204134	ELL3	HGNC:23113
MFAP1	0.7748293083	MFAP1	HGNC:7032
SERINC4	0.1511237222	SERINC4	HGNC:32237
STRC	-0.6210879078	STRC	HGNC:16035
WDR76	0.7748293083	WDR76	HGNC:25773
PPIP5K1	-1.041694546	PPIP5K1	HGNC:29023
HYPK	0.4757333895	HYPK	HGNC:18418
FRMD5	1.844900126	FRMD5	HGNC:28214
CTDSPL2	0.4455999311	CTDSPL2	HGNC:26936
CASC4	1.498945852	GOLM2	HGNC:24892
EIF3J	-0.7892973035999999	EIF3J	HGNC:3270
SPG11	1.594177728	SPG11	HGNC:11226
PATL2	2.91077518	PATL2	HGNC:33630
B2M	1.894675927	B2M	HGNC:914
TRIM69	0.6689266054999999	TRIM69	HGNC:17857
SORD	0.9808022947	SORD	HGNC:11184
DUOX2	1.868988718	DUOX2	HGNC:13273
DUOX1	4.141013613	DUOX1	HGNC:3062
DUOXA1	4.141013613	DUOXA1	HGNC:26507
DUOXA2	1.868988718	DUOXA2	HGNC:32698
SHF	2.8668107110000003	SHF	HGNC:25116
SLC28A2	3.052289204	SLC28A2	HGNC:11002
GATM	2.343661019	GATM	HGNC:4175
SPATA5L1	2.503750119	AFG2B	HGNC:28762
C15orf48	2.788175742	C15orf48	HGNC:29898
SLC30A4	1.268526406	SLC30A4	HGNC:11015
BLOC1S6	2.015812185	BLOC1S6	HGNC:8549
SEMA6D	1.05164054	SEMA6D	HGNC:16770
SLC24A5	1.506146765	SLC24A5	HGNC:20611
MYEF2	2.666781831	MYEF2	HGNC:17940
SLC12A1	2.666781831	SLC12A1	HGNC:10910
CTXN2	2.666781831	CTXN2	HGNC:31109
DUT	1.7740904030000002	DUT	HGNC:3078
FBN1	2.182780792	FBN1	HGNC:3603
CEP152	1.434541347	CEP152	HGNC:29298
SHC4	2.270943143	SHC4	HGNC:16743
EID1	0.6209750036	EID1	HGNC:1191
SECISBP2L	0.7168029575	SECISBP2L	HGNC:28997
GALK2	2.102017267	GALK2	HGNC:4119
COPS2	0.7147281926000001	COPS2	HGNC:30747
FGF7	1.657848549	FGF7	HGNC:3685
FAM227B	1.175624628	FAM227B	HGNC:26543
DTWD1	1.472212528	DTWD1	HGNC:30926
ATP8B4	2.7403298960000004	ATP8B4	HGNC:13536
SLC27A2	2.631024499	SLC27A2	HGNC:10996
HDC	2.7403298960000004	HDC	HGNC:4855
GABPB1	0.9871750987	GABPB1	HGNC:4074
USP8	0.6350376615	USP8	HGNC:12631
USP50	-1.4946725230000002	USP50	HGNC:20079
TRPM7	-0.3555603588	TRPM7	HGNC:17994
SPPL2A	0.3328966123999999	SPPL2A	HGNC:30227
AP4E1	0.9007514826	AP4E1	HGNC:573
TNFAIP8L3	3.527859467	TNFAIP8L3	HGNC:20620
CYP19A1	1.02681694	CYP19A1	HGNC:2594
GLDN	2.191406442	GLDN	HGNC:29514
DMXL2	0.8922013679	DMXL2	HGNC:2938
LYSMD2	2.262759958	LYSMD2	HGNC:28571
SCG3	1.901361719	SCG3	HGNC:13707
TMOD2	2.086497227	TMOD2	HGNC:11872
TMOD3	1.415151024	TMOD3	HGNC:11873
MAPK6	0.4335358332	MAPK6	HGNC:6879
BCL2L10	0.4862760185	BCL2L10	HGNC:993
GNB5	1.564358139	GNB5	HGNC:4401
MYO5C	2.009820276	MYO5C	HGNC:7604
MYO5A	1.5955545169999998	MYO5A	HGNC:7602
ARPP19	0.6378927934	ARPP19	HGNC:16967
FAM214A	0.2434135278	ATOSA	HGNC:25609
ONECUT1	1.392236096	ONECUT1	HGNC:8138
WDR72	2.332072729	WDR72	HGNC:26790
RSL24D1	-0.6248899243	RSL24D1	HGNC:18479
RAB27A	0.6939345961	RAB27A	HGNC:9766
PIGB	3.887480499	PIGB	HGNC:8959
PYGO1	0.1953030106	PYGO1	HGNC:30256
PRTG	-0.003062945268	PRTG	HGNC:26373
NEDD4	1.772409919	NEDD4	HGNC:7727
RFX7	1.276080251	RFX7	HGNC:25777
TEX9	0.7932598453	TEX9	HGNC:29585
MNS1	-0.5463252168	MNS1	HGNC:29636
ZNF280D	-0.2050417596	ZNF280D	HGNC:25953
TCF12	0.3496997549	TCF12	HGNC:11623
CGNL1	2.332405009	CGNL1	HGNC:25931
POLR2M	1.274762827	POLR2M	HGNC:14862
GCOM1	1.274762827	GCOM1	HGNC:26424
AQP9	0.2537531732999999	AQP9	HGNC:643
LIPC	0.00558382083	LIPC	HGNC:6619
ALDH1A2	0.7257796958	ALDH1A2	HGNC:15472
ADAM10	-0.0925972644099999	ADAM10	HGNC:188
SLTM	-0.06900850532	SLTM	HGNC:20709
RNF111	-1.02662215	RNF111	HGNC:17384
CCNB2	2.365946687	CCNB2	HGNC:1580
LDHAL6B	1.903087502	LDHAL6B	HGNC:21481
MYO1E	3.92519554	MYO1E	HGNC:7599
FAM81A	4.977699648	FAM81A	HGNC:28379
GCNT3	0.8183129563	GCNT3	HGNC:4205
GTF2A2	0.5067828560000001	GTF2A2	HGNC:4647
BNIP2	-0.09803293188	BNIP2	HGNC:1083
FOXB1	3.222668769	FOXB1	HGNC:3799
ANXA2	3.185527211	ANXA2	HGNC:537
RORA	2.393681089	RORA	HGNC:10258
C2CD4A	0.8462791509	C2CD4A	HGNC:33627
VPS13C	0.4573055118999999	VPS13C	HGNC:23594
C2CD4B	0.8462791509	C2CD4B	HGNC:33628
TLN2	1.23466934	TLN2	HGNC:15447
TPM1	2.284401986	TPM1	HGNC:12010
LACTB	1.184882102	LACTB	HGNC:16468
APH1B	5.142305825	APH1B	HGNC:24080
RAB8B	2.842362445	RAB8B	HGNC:30273
CA12	4.373462558	CA12	HGNC:1371
USP3	4.780228439	USP3	HGNC:12626
FBXL22	3.656521993	FBXL22	HGNC:27537
HERC1	3.799920786	HERC1	HGNC:4867
DAPK2	5.518261192000001	DAPK2	HGNC:2675
SNX1	4.11190221	SNX1	HGNC:11172
SNX22	4.766866165	SNX22	HGNC:16315
PPIB	5.061078844	PPIB	HGNC:9255
CSNK1G1	1.22276321	CSNK1G1	HGNC:2454
TRIP4	-0.1884563423999999	TRIP4	HGNC:12310
ZNF609	3.1950079660000004	ZNF609	HGNC:29003
RBPMS2	1.834059513	RBPMS2	HGNC:19098
PIF1	1.895726081	PIF1	HGNC:26220
PLEKHO2	2.51098736	PLEKHO2	HGNC:30026
ANKDD1A	2.066249424	ANKDD1A	HGNC:28002
SPG21	1.206872729	SPG21	HGNC:20373
MTFMT	0.6939834548999999	MTFMT	HGNC:29666
SLC51B	4.155426507	SLC51B	HGNC:29956
KBTBD13	3.275737133	KBTBD13	HGNC:37227
RASL12	2.898397577	RASL12	HGNC:30289
PDCD7	3.786827614	PDCD7	HGNC:8767
IGDCC4	4.065781769	IGDCC4	HGNC:13770
CILP	3.171973719	CILP	HGNC:1980
UBAP1L	2.722012015	UBAP1L	HGNC:40028
CLPX	1.080109822	CLPX	HGNC:2088
PARP16	2.432266316	PARP16	HGNC:26040
IGDCC3	2.839571889	IGDCC3	HGNC:9700
DPP8	2.659457014	DPP8	HGNC:16490
SLC24A1	3.375675935	SLC24A1	HGNC:10975
DENND4A	2.143364022	DENND4A	HGNC:24321
RAB11A	1.833019285	RAB11A	HGNC:9760
MEGF11	2.076603758	MEGF11	HGNC:29635
DIS3L	2.373945664	DIS3L	HGNC:28698
TIPIN	1.070045755	TIPIN	HGNC:30750
SNAPC5	0.7431764806000001	SNAPC5	HGNC:15484
MAP2K1	1.871091483	MAP2K1	HGNC:6840
ZWILCH	4.536839994	ZWILCH	HGNC:25468
LCTL	0.9523154807	LCTL	HGNC:15583
SMAD6	3.594047521	SMAD6	HGNC:6772
SMAD3	3.2829430580000003	SMAD3	HGNC:6769
AAGAB	2.4179990730000003	AAGAB	HGNC:25662
IQCH	2.372717567	IQCH	HGNC:25721
C15orf61	4.889857467	C15orf61	HGNC:34453
MAP2K5	4.695091434	MAP2K5	HGNC:6845
SKOR1	5.780329879	SKOR1	HGNC:21326
PIAS1	5.834669702	PIAS1	HGNC:2752
CALML4	4.266658167	CALML4	HGNC:18445
CLN6	3.037697857	CLN6	HGNC:2077
FEM1B	6.109292625	FEM1B	HGNC:3649
ITGA11	3.551705804	ITGA11	HGNC:6136
CORO2B	4.334625849	CORO2B	HGNC:2256
ANP32A	0.2660782933	ANP32A	HGNC:13233
SPESP1	2.68283972	SPESP1	HGNC:15570
NOX5	2.73671371	NOX5	HGNC:14874
GLCE	3.356852902	GLCE	HGNC:17855
