gene	pHaplo	Approved_Symbol	HGNC_ID
NTNG1	0.86504546987476	NTNG1	HGNC:23319
CACNG3	0.687149335309816	CACNG3	HGNC:1407
TSTD1	0.36635014932482	TSTD1	HGNC:35410
NOG	0.864858384214561	NOG	HGNC:7866
PRDM15	0.864853722423489	PRDM15	HGNC:13999
NDC80	0.864801580009735	NDC80	HGNC:16909
TCOF1	0.864718929087855	TCOF1	HGNC:11654
NDUFAF4	0.312906186765684	NDUFAF4	HGNC:21034
FAM65B	0.864625841992911	RIPOR2	HGNC:13872
PSMB8	0.412659153696214	PSMB8	HGNC:9545
RHCG	0.864585160048598	RHCG	HGNC:18140
RRP1B	0.864427545063311	RRP1B	HGNC:23818
PPP2R5B	0.119138511624813	PPP2R5B	HGNC:9310
FBXL20	0.749175142368302	FBXL20	HGNC:24679
SLC25A12	0.676821833160265	SLC25A12	HGNC:10982
PALLD	0.864290385589666	PALLD	HGNC:17068
MRRF	0.864279379227634	MRRF	HGNC:7234
UBE2G1	0.846202415937876	UBE2G1	HGNC:12482
RNF34	0.826358591986356	RNF34	HGNC:17297
CLCN7	0.612000913710338	CLCN7	HGNC:2025
MYO7A	0.5612769367421	MYO7A	HGNC:7606
PKP4	0.863979283598005	PKP4	HGNC:9026
NPEPPS	0.863931815694539	NPEPPS	HGNC:7900
FCHO2	0.863928383254829	FCHO2	HGNC:25180
RNF213	0.863900664171833	RNF213	HGNC:14539
HMGXB3	0.863890034413146	HMGXB3	HGNC:28982
KPNA3	0.481941435319711	KPNA3	HGNC:6396
CKMT2	0.409410531186575	CKMT2	HGNC:1996
NPAS2	0.863612473058167	NPAS2	HGNC:7895
POLD2	0.276590276552481	POLD2	HGNC:9176
ZAP70	0.317355969567217	ZAP70	HGNC:12858
SKIV2L2	0.852118098926409	MTREX	HGNC:18734
NOTCH3	0.841302580695537	NOTCH3	HGNC:7883
GAD1	0.509981283561632	GAD1	HGNC:4092
RASA3	0.863333494198346	RASA3	HGNC:20331
SLC34A3	0.29893730123148	SLC34A3	HGNC:20305
CRYBA2	0.863241927460335	CRYBA2	HGNC:2395
GPR125	0.863226165060745	ADGRA3	HGNC:13839
DDN	0.674482185626924	DDN	HGNC:24458
DNMBP	0.74283945288706	DNMBP	HGNC:30373
RASGRP3	0.86305427389221	RASGRP3	HGNC:14545
DPYSL4	0.862938741025756	DPYSL4	HGNC:3016
KIAA1033	0.862924178983718	WASHC4	HGNC:29174
TUBA4A	0.470214229128919	TUBA4A	HGNC:12407
SPTY2D1	0.862915976327372	SPTY2D1	HGNC:26818
MYCL	0.86283108535429	MYCL	HGNC:7555
USP8	0.862820764987337	USP8	HGNC:12631
COG3	0.862734050766463	COG3	HGNC:18619
CLCN1	0.677702080866716	CLCN1	HGNC:2019
SGPL1	0.406561189396146	SGPL1	HGNC:10817
CCNA2	0.862503047458797	CCNA2	HGNC:1578
MCM8	0.862348084172169	MCM8	HGNC:16147
PCLO	0.862275840078466	PCLO	HGNC:13406
EPN1	0.671318355473262	EPN1	HGNC:21604
BHLHA9	0.862201837552969	BHLHA9	HGNC:35126
ERMP1	0.862126840777374	ERMP1	HGNC:23703
EPS15L1	0.714483937738931	EPS15L1	HGNC:24634
MAFK	0.861992602302135	MAFK	HGNC:6782
PLCH1	0.861915946830012	PLCH1	HGNC:29185
LMX1A	0.861904730238177	LMX1A	HGNC:6653
PRPF39	0.861743624678215	PRPF39	HGNC:20314
ISG20L2	0.151735486427164	ISG20L2	HGNC:25745
SRR	0.861541700735176	SRR	HGNC:14398
DSTYK	0.573853679606914	DSTYK	HGNC:29043
TAB1	0.299511406378368	TAB1	HGNC:18157
GNB2	0.386886124996427	GNB2	HGNC:4398
PARP6	0.861256215945249	PARP6	HGNC:26921
GPR88	0.654491950412544	GPR88	HGNC:4539
PDGFB	0.861130858069961	PDGFB	HGNC:8800
ZC3H15	0.861081257399025	ZC3H15	HGNC:29528
C6orf211	0.861072760621767	ARMT1	HGNC:17872
ZNF146	0.350536958680385	ZNF146	HGNC:12931
RPS27A	0.860901525460966	RPS27A	HGNC:10417
RNF139	0.860877513352855	RNF139	HGNC:17023
RHNO1	0.860810586666434	RHNO1	HGNC:28206
DES	0.824750109764601	DES	HGNC:2770
SKOR2	0.860759005936753	SKOR2	HGNC:32695
HTRA1	0.860724278207504	HTRA1	HGNC:9476
CRH	0.348625597899723	CRH	HGNC:2355
ENPP2	0.860644903301168	ENPP2	HGNC:3357
MMP7	0.860475649587621	MMP7	HGNC:7174
PITPNM2	0.860331060974351	PITPNM2	HGNC:21044
TRIM29	0.860202324152534	TRIM29	HGNC:17274
BAI2	0.859929387197121	ADGRB2	HGNC:944
ZNF398	0.859863606754334	ZNF398	HGNC:18373
CACNA2D3	0.859863516289991	CACNA2D3	HGNC:15460
HECA	0.859599843258131	HECA	HGNC:21041
KIAA2018	0.859592976797612	USF3	HGNC:30494
AP2A2	0.859550630846927	AP2A2	HGNC:562
KCNK5	0.859535585214665	KCNK5	HGNC:6280
DCAF10	0.859446610603762	DCAF10	HGNC:23686
VPS25	0.162512089528621	VPS25	HGNC:28122
UBA52	0.202409628064836	UBA52	HGNC:12458
TSC2	0.859019964819446	TSC2	HGNC:12363
PPFIBP2	0.858957886413501	PPFIBP2	HGNC:9250
TRMT1L	0.858735605690709	TRMT1L	HGNC:16782
DNAJA3	0.858631623835652	DNAJA3	HGNC:11808
NKX6-1	0.858602428522694	NKX6-1	HGNC:7839
HIST1H3J	0.85855848741738	H3C12	HGNC:4774
RWDD4	0.858505134991613	RWDD4	HGNC:23750
GLE1	0.352962436207668	GLE1	HGNC:4315
PEAK1	0.858332288228315	PEAK1	HGNC:29431
BCL3	0.766462794204014	BCL3	HGNC:998
GPR126	0.858292213442054	ADGRG6	HGNC:13841
KCND2	0.84545205752859	KCND2	HGNC:6238
USH1G	0.858084326448178	USH1G	HGNC:16356
LIMK2	0.553139091518215	LIMK2	HGNC:6614
SNRPA	0.408633999746991	SNRPA	HGNC:11151
HIPK3	0.858020985043092	HIPK3	HGNC:4915
AGXT	0.858018522286181	AGXT	HGNC:341
CSNK1D	0.810106773881939	CSNK1D	HGNC:2452
TBPL1	0.857799318174094	TBPL1	HGNC:11589
ZRANB2	0.857782836006338	ZRANB2	HGNC:13058
CACNB4	0.589881932988194	CACNB4	HGNC:1404
RFX2	0.857757588877742	RFX2	HGNC:9983
PHF15	0.674760988166007	JADE2	HGNC:22984
PSMD14	0.754263293363822	PSMD14	HGNC:16889
ADCYAP1	0.857649785936478	ADCYAP1	HGNC:241
YWHAB	0.614398351198822	YWHAB	HGNC:12849
MAPK6	0.709449360986114	MAPK6	HGNC:6879
SCRT1	0.857214861872931	SCRT1	HGNC:15950
RIOK1	0.857106261010604	RIOK1	HGNC:18656
RBM15	0.77025810214837	RBM15	HGNC:14959
DOCK4	0.856987625657866	DOCK4	HGNC:19192
STX16-NPEPL1	0.856869801522758	STX16-NPEPL1	HGNC:41993
YTHDF1	0.856846653033071	YTHDF1	HGNC:15867
SZT2	0.687917562303816	SZT2	HGNC:29040
MAST4	0.583850799572427	MAST4	HGNC:19037
MCOLN1	0.448412572963464	MCOLN1	HGNC:13356
HTR6	0.43065100182527	HTR6	HGNC:5301
NOP2	0.856725542746564	NOP2	HGNC:7867
ZC3H18	0.856724197206261	ZC3H18	HGNC:25091
SLCO3A1	0.856711101333877	SLCO3A1	HGNC:10952
NFIC	0.73972902290264	NFIC	HGNC:7786
DGKA	0.553152779411857	DGKA	HGNC:2849
ADAMTS13	0.856316082562477	ADAMTS13	HGNC:1366
DTX1	0.856275974616309	DTX1	HGNC:3060
NOTCH2NL	0.395379686218761	NOTCH2NLA	HGNC:31862
TXNDC5	0.856191596844553	TXNDC5	HGNC:21073
SLC22A31	0.856155847490651	SLC22A31	HGNC:27091
RNMTL1	0.856132032060793	MRM3	HGNC:18485
ITGA6	0.855970608465681	ITGA6	HGNC:6142
CCDC127	0.855962869907213	CCDC127	HGNC:30520
STK36	0.513753078225937	STK36	HGNC:17209
CTDSPL2	0.855683219765768	CTDSPL2	HGNC:26936
TMEM245	0.855604445821639	TMEM245	HGNC:1363
ARL4C	0.855558709863861	ARL4C	HGNC:698
CINP	0.85551098195952	CINP	HGNC:23789
DUSP3	0.191432486591306	DUSP3	HGNC:3069
KIF13B	0.850525615988327	KIF13B	HGNC:14405
HMGA2	0.855432446719041	HMGA2	HGNC:5009
SSH2	0.718586931759206	SSH2	HGNC:30580
ELAC1	0.6745630791764	ELAC1	HGNC:14197
DVL3	0.737982936667013	DVL3	HGNC:3087
PPP6R1	0.855282365434392	PPP6R1	HGNC:29195
LMNB2	0.855193478318896	LMNB2	HGNC:6638
CFLAR	0.855127786394531	CFLAR	HGNC:1876
C18orf63	0.85512553300054	C18orf63	HGNC:40037
DUSP10	0.855039708930528	DUSP10	HGNC:3065
TSC22D2	0.85498881573925	TSC22D2	HGNC:29095
TIMM44	0.369355109324947	TIMM44	HGNC:17316
GLIS2	0.854971020035826	GLIS2	HGNC:29450
CFB	0.579600993345375	CFB	HGNC:1037
ETFB	0.573683490273256	ETFB	HGNC:3482
HMBS	0.854773650252024	HMBS	HGNC:4982
RASGEF1B	0.854768503670355	RASGEF1B	HGNC:24881
COL4A4	0.854735008880141	COL4A4	HGNC:2206
NUP155	0.854726873559525	NUP155	HGNC:8063
DAGLA	0.694883679941056	DAGLA	HGNC:1165
RPL37A	0.854627031054851	RPL37A	HGNC:10348
PMM2	0.409026850153431	PMM2	HGNC:9115
PPARGC1B	0.854600601188622	PPARGC1B	HGNC:30022
TBX20	0.854458982677367	TBX20	HGNC:11598
ARPC5L	0.854454822883251	ARPC5L	HGNC:23366
EIF3F	0.854436299094909	EIF3F	HGNC:3275
PLA2G1B	0.605830924783504	PLA2G1B	HGNC:9030
CLDN11	0.854329660237463	CLDN11	HGNC:8514
APPL1	0.854203001384908	APPL1	HGNC:24035
TGFBR3L	0.465341133603181	TGFBR3L	HGNC:44152
RASD2	0.744019716287698	RASD2	HGNC:18229
COBLL1	0.853922406381762	COBLL1	HGNC:23571
DR1	0.637626799456676	DR1	HGNC:3017
RPS24	0.853841185960921	RPS24	HGNC:10411
ACVRL1	0.466347589615833	ACVRL1	HGNC:175
CAPN2	0.853725300560198	CAPN2	HGNC:1479
THYN1	0.85368877492102	THYN1	HGNC:29560
HTR1B	0.677929326995598	HTR1B	HGNC:5287
SLC2A5	0.392518230226221	SLC2A5	HGNC:11010
RNF20	0.725491030597039	RNF20	HGNC:10062
MAPK4	0.605539269086253	MAPK4	HGNC:6878
DHX40	0.759662944498893	DHX40	HGNC:18018
CRB3	0.853177417846515	CRB3	HGNC:20237
TAF2	0.853056254883617	TAF2	HGNC:11536
ADD3	0.85301992923641	ADD3	HGNC:245
CA9	0.423664910704012	CA9	HGNC:1383
SEMA4D	0.852821752726983	SEMA4D	HGNC:10732
CDK1	0.852797352862506	CDK1	HGNC:1722
HADHB	0.709298879175326	HADHB	HGNC:4803
ATF1	0.373971053581233	ATF1	HGNC:783
ZBTB42	0.777714159513627	ZBTB42	HGNC:32550
PPP4R1L	0.852450897070719	PPP4R1L	HGNC:15755
RIMS4	0.275712711034712	RIMS4	HGNC:16183
PDXK	0.668202935938384	PDXK	HGNC:8819
TNNT2	0.734016664919113	TNNT2	HGNC:11949
CLDN10	0.852231644053468	CLDN10	HGNC:2033
WNT9A	0.852106547390972	WNT9A	HGNC:12778
CDCA7L	0.852095829687238	CDCA7L	HGNC:30777
SIRT5	0.852092181393578	SIRT5	HGNC:14933
PPAT	0.671584745579692	PPAT	HGNC:9238
IPPK	0.675790436080435	IPPK	HGNC:14645
ZBED5	0.851665495220503	ZBED5	HGNC:30803
CORO1C	0.851540119700108	CORO1C	HGNC:2254
ADRA2A	0.85144676100972	ADRA2A	HGNC:281
ADAM23	0.851435389108151	ADAM23	HGNC:202
LARP6	0.851387138153549	LARP6	HGNC:24012
HHEX	0.851273085473915	HHEX	HGNC:4901
CNTN2	0.624835972998329	CNTN2	HGNC:2172
TIA1	0.710651604690647	TIA1	HGNC:11802
DRD2	0.85089843089858	DRD2	HGNC:3023
GGA1	0.76768414472268	GGA1	HGNC:17842
GALNT2	0.850802462020482	GALNT2	HGNC:4124
GCSH	0.850798154208376	GCSH	HGNC:4208
SVIL	0.850791285373205	SVIL	HGNC:11480
EXOC8	0.746287075253224	EXOC8	HGNC:24659
FNDC4	0.784201910036794	FNDC4	HGNC:20239
PRSS56	0.850689825061232	PRSS56	HGNC:39433
CLIC6	0.850685103843223	CLIC6	HGNC:2065
TPMT	0.850570736695166	TPMT	HGNC:12014
CSNK1G1	0.813475318138584	CSNK1G1	HGNC:2454
MAK16	0.85049313374181	MAK16	HGNC:13703
TPRG1	0.850468743071547	TPRG1	HGNC:24759
GCM2	0.85043113008222	GCM2	HGNC:4198
TP53	0.850413172276717	TP53	HGNC:11998
PLCE1	0.850278105620364	PLCE1	HGNC:17175
TMEM151A	0.226407796377504	TMEM151A	HGNC:28497
ITPR2	0.850263985474429	ITPR2	HGNC:6181
KIAA0020	0.850250870785072	PUM3	HGNC:29676
TBX1	0.850187138323583	TBX1	HGNC:11592
FBXO25	0.850140400917217	FBXO25	HGNC:13596
NCAPD2	0.850077069476098	NCAPD2	HGNC:24305
UGCG	0.85000790192231	UGCG	HGNC:12524
LARP4	0.782665849831918	LARP4	HGNC:24320
SUB1	0.824581258843092	SUB1	HGNC:19985
UTP20	0.84950305313799	UTP20	HGNC:17897
LIPH	0.849359888327827	LIPH	HGNC:18483
TOMM20	0.849204446481471	TOMM20	HGNC:20947
P2RX2	0.849122888977563	P2RX2	HGNC:15459
PRRX1	0.849054823177443	PRRX1	HGNC:9142
HMGN2	0.848993661554924	HMGN2	HGNC:4986
SLC39A9	0.848936612574481	SLC39A9	HGNC:20182
CST6	0.440319089096061	CST6	HGNC:2478
A2M	0.848908369105437	A2M	HGNC:7
STK38	0.518480355863094	STK38	HGNC:17847
ADAMTS15	0.848731576058163	ADAMTS15	HGNC:16305
CLCN6	0.848675048230829	CLCN6	HGNC:2024
C4B	0.615334860493967	C4B	HGNC:1324
MTHFD1	0.836542903745718	MTHFD1	HGNC:7432
CNKSR3	0.848598297449673	CNKSR3	HGNC:23034
SAMD1	0.272605904243391	SAMD1	HGNC:17958
CDSN	0.482230880422731	CDSN	HGNC:1802
PLEKHH2	0.181999860011405	PLEKHH2	HGNC:30506
MACROD2	0.581062355289746	MACROD2	HGNC:16126
ZNF320	0.308927247734741	ZNF320	HGNC:13842
TNFSF8	0.848298975117173	TNFSF8	HGNC:11938
FAM214A	0.848297440637882	ATOSA	HGNC:25609
STX12	0.81528767456136	STX12	HGNC:11430
PHYHIP	0.536394950426849	PHYHIP	HGNC:16865
ZSWIM5	0.64882962903976	ZSWIM5	HGNC:29299
SCHIP1	0.848008626727726	SCHIP1	HGNC:15678
PEX5L	0.847962320272927	PEX5L	HGNC:30024
ECE1	0.800370261068981	ECE1	HGNC:3146
RILPL1	0.846911246891184	RILPL1	HGNC:26814
KBTBD4	0.150633609747574	KBTBD4	HGNC:23761
DSE	0.847773200280546	DSE	HGNC:21144
FAM220A	0.274461625056789	FAM220A	HGNC:22422
RNF25	0.277133086982905	RNF25	HGNC:14662
WRAP73	0.847584585277346	WRAP73	HGNC:12759
ITPKA	0.723413136747485	ITPKA	HGNC:6178
RPS10-NUDT3	0.533126069548205	RPS10-NUDT3	HGNC:49181
SEPT3	0.459423151109167	SEPTIN3	HGNC:10750
ELMO1	0.847400016355935	ELMO1	HGNC:16286
PEG10	0.515012057964725	PEG10	HGNC:14005
AK8	0.847340856621555	AK8	HGNC:26526
MGAT1	0.847285550001507	MGAT1	HGNC:7044
TBX21	0.84721893693815	TBX21	HGNC:11599
GYS1	0.523155467741747	GYS1	HGNC:4706
GRIP1	0.69535434003282	GRIP1	HGNC:18708
MKL1	0.847088074266686	MRTFA	HGNC:14334
RSBN1	0.581592926915426	RSBN1	HGNC:25642
AKAP12	0.846706582046266	AKAP12	HGNC:370
ADAM8	0.846675924969947	ADAM8	HGNC:215
MDC1	0.562101855608193	MDC1	HGNC:21163
DEFB1	0.846576368293098	DEFB1	HGNC:2766
FOXI1	0.846496252113625	FOXI1	HGNC:3815
TUT1	0.41510253756479	TUT1	HGNC:26184
TMEM185B	0.329766749796561	TMEM185B	HGNC:18896
ANKMY1	0.846398906603042	ANKMY1	HGNC:20987
RGS17	0.846353152571311	RGS17	HGNC:14088
TRPM3	0.656598346749987	TRPM3	HGNC:17992
G2E3	0.846319738517412	G2E3	HGNC:20338
GLI1	0.492003463691096	GLI1	HGNC:4317
SREK1	0.846252903997851	SREK1	HGNC:17882
BOC	0.845958817077824	BOC	HGNC:17173
FAM84B	0.845922745317824	LRATD2	HGNC:24166
SDC2	0.845760401870364	SDC2	HGNC:10659
CNOT8	0.845654142912466	CNOT8	HGNC:9207
LAMTOR2	0.103938172057097	LAMTOR2	HGNC:29796
ANGPT2	0.84559597907372	ANGPT2	HGNC:485
ARL5B	0.845516859162714	ARL5B	HGNC:23052
DDX39A	0.604415564508807	DDX39A	HGNC:17821
F13A1	0.845401292728991	F13A1	HGNC:3531
RTN4RL2	0.785104246812295	RTN4RL2	HGNC:23053
ITGA11	0.845252097682843	ITGA11	HGNC:6136
PLAA	0.845245135223572	PLAA	HGNC:9043
ZNF326	0.845136725550815	ZNF326	HGNC:14104
CRYAB	0.845116395624836	CRYAB	HGNC:2389
RNF166	0.845008668107742	RNF166	HGNC:28856
ABHD2	0.844887826389186	ABHD2	HGNC:18717
COPS8	0.84470151263679	COPS8	HGNC:24335
SLC8A3	0.844579565765858	SLC8A3	HGNC:11070
BCAS3	0.771364864362782	BCAS3	HGNC:14347
PRMT3	0.844358026719001	PRMT3	HGNC:30163
KLHL14	0.844349411566177	KLHL14	HGNC:29266
EGLN2	0.636061894950876	EGLN2	HGNC:14660
C1orf146	0.0875857380273741	C1orf146	HGNC:24032
DYNLT1	0.844149862339014	DYNLT1	HGNC:11697
NSF	0.421426989623525	NSF	HGNC:8016
FAM91A1	0.844073171726543	FAM91A1	HGNC:26306
CYP21A2	0.446097655200771	CYP21A2	HGNC:2600
DNAJC3	0.8440600448335	DNAJC3	HGNC:9439
PLCH2	0.844024750623499	PLCH2	HGNC:29037
HHIP	0.844009055175737	HHIP	HGNC:14866
MASP2	0.843977995854897	MASP2	HGNC:6902
LHX4	0.843812811058413	LHX4	HGNC:21734
SURF4	0.843772232806065	SURF4	HGNC:11476
FMNL1	0.843758759068759	FMNL1	HGNC:1212
AQP3	0.843741264314217	AQP3	HGNC:636
MSH2	0.843598950670641	MSH2	HGNC:7325
DFNB31	0.843429935371889	WHRN	HGNC:16361
SRSF6	0.843400675766674	SRSF6	HGNC:10788
VAPA	0.843334939342498	VAPA	HGNC:12648
MED23	0.843251120891786	MED23	HGNC:2372
USP43	0.843173399799819	USP43	HGNC:20072
SAP30	0.843048480618856	SAP30	HGNC:10532
CBX6	0.747536515896998	CBX6	HGNC:1556
PIM1	0.742213255162274	PIM1	HGNC:8986
LAP3	0.842719394596825	LAP3	HGNC:18449
PIKFYVE	0.842693254438542	PIKFYVE	HGNC:23785
PIH1D1	0.289203479672328	PIH1D1	HGNC:26075
FAM98A	0.842608355361447	FAM98A	HGNC:24520
ESRRG	0.84259596949357	ESRRG	HGNC:3474
ZC3H13	0.842583626979088	ZC3H13	HGNC:20368
ERBB2IP	0.842491324037917	ERBIN	HGNC:15842
CMPK1	0.619812828453366	CMPK1	HGNC:18170
PNPLA6	0.239956492374673	PNPLA6	HGNC:16268
CEP72	0.842380293287015	CEP72	HGNC:25547
URB2	0.842304500053662	URB2	HGNC:28967
IQCA1	0.842300859085101	IQCA1	HGNC:26195
CBFA2T2	0.687281744677967	CBFA2T2	HGNC:1536
SESN3	0.842204920651814	SESN3	HGNC:23060
CHMP4B	0.35416986213125	CHMP4B	HGNC:16171
STK10	0.841957946977276	STK10	HGNC:11388
RPL14	0.841863678164315	RPL14	HGNC:10305
CASP9	0.841859278631879	CASP9	HGNC:1511
SLC30A3	0.841849707183033	SLC30A3	HGNC:11014
KCNA6	0.729531885305844	KCNA6	HGNC:6225
TBC1D16	0.841804542364382	TBC1D16	HGNC:28356
ADRA1B	0.841623774262057	ADRA1B	HGNC:278
TAPT1	0.841565306950273	TAPT1	HGNC:26887
TASP1	0.841550179980265	TASP1	HGNC:15859
SMYD2	0.841547603554136	SMYD2	HGNC:20982
PRPF38A	0.841499730584769	PRPF38A	HGNC:25930
ABCG1	0.841462986058147	ABCG1	HGNC:73
PTGER4	0.841387929642746	PTGER4	HGNC:9596
MAF1	0.361504092414144	MAF1	HGNC:24966
TUSC2	0.146471094735253	TUSC2	HGNC:17034
PEX14	0.840985484257493	PEX14	HGNC:8856
ARF6	0.357300400525166	ARF6	HGNC:659
SORBS1	0.815452543921066	SORBS1	HGNC:14565
PI4KA	0.687729199623691	PI4KA	HGNC:8983
KIAA1239	0.84063042957333	NWD2	HGNC:29229
CNIH3	0.840629776588321	CNIH3	HGNC:26802
UNC80	0.840627528597528	UNC80	HGNC:26582
TOMM22	0.200852066428541	TOMM22	HGNC:18002
LMNA	0.719102907358647	LMNA	HGNC:6636
C1orf53	0.840497187130349	C1orf53	HGNC:30003
PEA15	0.349989210438657	PEA15	HGNC:8822
APBB1	0.840240641949487	APBB1	HGNC:581
GPR124	0.840226321519374	ADGRA2	HGNC:17849
TM9SF1	0.171461077281271	TM9SF1	HGNC:11864
RAB43	0.358678659256992	RAB43	HGNC:19983
SLC18A3	0.572022515454255	SLC18A3	HGNC:10936
NUAK1	0.840133185297362	NUAK1	HGNC:14311
ANKLE2	0.84011042019463	ANKLE2	HGNC:29101
TARBP2	0.251585211417707	TARBP2	HGNC:11569
MAP1A	0.711140492516195	MAP1A	HGNC:6835
CCNYL1	0.839869735294362	CCNYL1	HGNC:26868
NUDT16L1	0.240431132666981	NUDT16L1	HGNC:28154
MAP7	0.839742983759548	MAP7	HGNC:6869
ERCC5	0.839722360570811	ERCC5	HGNC:3437
EEF1B2	0.839524716106688	EEF1B2	HGNC:3208
SULT4A1	0.839485270077399	SULT4A1	HGNC:14903
C1orf21	0.839448366119009	C1orf21	HGNC:15494
EVX1	0.839423608143486	EVX1	HGNC:3506
PTPN4	0.740647335142884	PTPN4	HGNC:9656
MED25	0.438183461599456	MED25	HGNC:28845
ANAPC7	0.839212283891603	ANAPC7	HGNC:17380
MLH1	0.816269835391813	MLH1	HGNC:7127
TTBK2	0.775349381058293	TTBK2	HGNC:19141
FGF11	0.778934275658538	FGF11	HGNC:3667
ERGIC1	0.838994439891023	ERGIC1	HGNC:29205
MAZ	0.60784759472624	MAZ	HGNC:6914
USP20	0.838852095469719	USP20	HGNC:12619
BRD7	0.838814382590533	BRD7	HGNC:14310
ATR	0.838758045403739	ATR	HGNC:882
EFNA3	0.316903962979024	EFNA3	HGNC:3223
IKZF1	0.838649339512627	IKZF1	HGNC:13176
RPS11	0.838645138373983	RPS11	HGNC:10384
KCNT1	0.838505228527347	KCNT1	HGNC:18865
AGAP2-AS1	0.353378919442346	AGAP2-AS1	HGNC:48633
FAM175B	0.838451133049626	ABRAXAS2	HGNC:28975
EPB41L1	0.669557910161028	EPB41L1	HGNC:3378
CDH13	0.838266879111682	CDH13	HGNC:1753
PIGN	0.838235681185081	PIGN	HGNC:8967
PCYT1A	0.838017758618856	PCYT1A	HGNC:8754
KARS	0.837957691758825	KARS1	HGNC:6215
DPF3	0.837874291548488	DPF3	HGNC:17427
GORASP2	0.837759607899115	GORASP2	HGNC:17500
PTPN2	0.807767061194281	PTPN2	HGNC:9650
IGLON5	0.587282978060013	IGLON5	HGNC:34550
HOXD1	0.837518995389551	HOXD1	HGNC:5132
SHISA9	0.837404824363311	SHISA9	HGNC:37231
PPP1R2	0.837339523227534	PPP1R2	HGNC:9288
DND1	0.30049238987047	DND1	HGNC:23799
DHRS1	0.220460941553637	DHRS1	HGNC:16445
LMO4	0.819151162311565	LMO4	HGNC:6644
TTN	0.837124060390182	TTN	HGNC:12403
NCOA6	0.836939079940877	NCOA6	HGNC:15936
RPL19	0.836787775242053	RPL19	HGNC:10312
BACH1	0.836699725763025	BACH1	HGNC:935
KCNQ5	0.836678977422549	KCNQ5	HGNC:6299
HOXA7	0.83665371624673	HOXA7	HGNC:5108
RFX5	0.198456393196959	RFX5	HGNC:9986
ZEB1	0.836532539724738	ZEB1	HGNC:11642
LIF	0.618091268306951	LIF	HGNC:6596
CREBL2	0.634124410738304	CREBL2	HGNC:2350
XYLT2	0.405946576491472	XYLT2	HGNC:15517
CAPN3	0.520110742186704	CAPN3	HGNC:1480
MMS19	0.804734014913607	MMS19	HGNC:13824
NFS1	0.133396794961273	NFS1	HGNC:15910
ELL2	0.836079168994999	ELL2	HGNC:17064
GRM3	0.643917388656366	GRM3	HGNC:4595
C3orf72	0.836003786110135	FOXL2NB	HGNC:34428
FAM193B	0.835948663123462	FAM193B	HGNC:25524
PAPOLG	0.835932497391943	PAPOLG	HGNC:14982
EFTUD1	0.835895189476046	EFL1	HGNC:25789
PANX2	0.835860885852779	PANX2	HGNC:8600
E2F1	0.439626370534398	E2F1	HGNC:3113
LIPE	0.447541649505648	LIPE	HGNC:6621
HPCAL1	0.835747264615672	HPCAL1	HGNC:5145
MLK4	0.835497378450071	MAP3K21	HGNC:29798
GNPAT	0.835409144844241	GNPAT	HGNC:4416
BCL9	0.806885279355396	BCL9	HGNC:1008
TBC1D14	0.835051999646113	TBC1D14	HGNC:29246
NLGN1	0.834935737107717	NLGN1	HGNC:14291
SCAPER	0.834880642299407	SCAPER	HGNC:13081
PARG	0.184206630619103	PARG	HGNC:8605
PDHB	0.363484547610973	PDHB	HGNC:8808
NDUFS7	0.361994769350612	NDUFS7	HGNC:7714
EARS2	0.728424246735508	EARS2	HGNC:29419
POLR3E	0.310464833217992	POLR3E	HGNC:30347
SGK2	0.286147091338251	SGK2	HGNC:13900
ID4	0.834130027637971	ID4	HGNC:5363
AKAP8	0.67061313134349	AKAP8	HGNC:378
CORO2B	0.834058674483635	CORO2B	HGNC:2256
EHF	0.834043298203386	EHF	HGNC:3246
MAFA	0.733246487280659	MAFA	HGNC:23145
BCKDHA	0.257096386200579	BCKDHA	HGNC:986
BTBD3	0.833962707909069	BTBD3	HGNC:15854
ESYT2	0.833937116647036	ESYT2	HGNC:22211
OXNAD1	0.833911992638335	OXNAD1	HGNC:25128
AIF1L	0.833888484067838	AIF1L	HGNC:28904
NOL9	0.833782465845787	NOL9	HGNC:26265
NOM1	0.833775294718771	NOM1	HGNC:13244
C18orf8	0.833770366567998	RMC1	HGNC:24326
POLR3B	0.741921841743899	POLR3B	HGNC:30348
FNTA	0.833568016885458	FNTA	HGNC:3782
CCDC140	0.833393487709611	CCDC140	HGNC:26514
HCN2	0.833323276551645	HCN2	HGNC:4846
NDUFA8	0.833294461413516	NDUFA8	HGNC:7692
LYSMD1	0.166520984591762	LYSMD1	HGNC:32070
IDH1	0.833096688924767	IDH1	HGNC:5382
SLC22A3	0.832901473433305	SLC22A3	HGNC:10967
SCNN1A	0.832885931166453	SCNN1A	HGNC:10599
MRPL18	0.832874100127268	MRPL18	HGNC:14477
RMND5A	0.307606658677401	RMND5A	HGNC:25850
TMC2	0.278813146657671	TMC2	HGNC:16527
LRRTM2	0.67128070728517	LRRTM2	HGNC:19409
NRARP	0.832540850613204	NRARP	HGNC:33843
SLC30A2	0.83252077719287	SLC30A2	HGNC:11013
GABARAPL1	0.83244297407573	GABARAPL1	HGNC:4068
PDE7B	0.832332404860076	PDE7B	HGNC:8792
DGKD	0.832321260722373	DGKD	HGNC:2851
CLOCK	0.832144249604569	CLOCK	HGNC:2082
RHOQ	0.576025233628585	RHOQ	HGNC:17736
